Residual 	 Iterations
9.730390760943315e-08 	 481
8.016089817833543e-08 	 499
6.015114819670442e-08 	 476
7.609177485415688e-08 	 486
1.0889072687770824e-07 	 487
5.926692721440971e-08 	 475
5.996961583970359e-08 	 498
4.818925848069537e-07 	 491
6.804445404608791e-08 	 487
6.874714366246415e-08 	 491
6.921615291060736e-08 	 452
8.770646993416224e-08 	 491
7.015410508285057e-08 	 491
1.8488187536341723e-07 	 499
8.850756334816605e-08 	 476
1.4797482667861556e-07 	 499
6.237656239777424e-07 	 500
9.431018005905268e-08 	 493
1.0801722848752117e-07 	 500
2.5423635305873997e-07 	 493
5.3923244246002625e-08 	 486
5.904263549522385e-08 	 453
9.912828731107021e-08 	 491
1.2514353839959316e-07 	 489
7.593905411842264e-08 	 498
5.497686804476587e-08 	 497
2.5152943806571716e-07 	 500
6.383836337575786e-08 	 497
6.464523735840942e-07 	 500
6.19762652705357e-08 	 481
5.453145408595621e-08 	 495
7.580356307496004e-08 	 494
1.103276884477533e-07 	 496
6.676896952444712e-08 	 483
3.8542611176697934e-07 	 472
1.3970082750824115e-07 	 496
9.035258565510327e-08 	 490
6.343865806339735e-08 	 500
8.278418210748084e-08 	 492
6.19621413628464e-08 	 479
5.036300467694628e-08 	 489
9.247058002726687e-08 	 444
5.978325108779082e-08 	 498
5.6419026938634424e-08 	 476
8.286138299408826e-08 	 500
5.324790016531505e-08 	 476
3.5672047525485597e-07 	 500
0.0 	 352
7.734037937472027e-08 	 473
7.562405966574242e-08 	 488
8.52774183936006e-08 	 499
5.844258461353336e-07 	 500
9.03340582353444e-08 	 469
6.718705965426017e-08 	 499
1.0268338537370754e-07 	 486
2.96293714014038e-07 	 482
6.446965369387415e-08 	 438
6.363285344945864e-08 	 489
1.6794042999823058e-07 	 500
8.64186223980758e-08 	 492
7.911193246038436e-08 	 461
1.3481529680329475e-07 	 389
3.08547961865733e-07 	 450
6.399363837765086e-08 	 492
1.1370223808205372e-07 	 485
3.0865625108536283e-07 	 500
8.469402530286833e-08 	 497
1.1548822638308457e-07 	 488
6.027846609245295e-08 	 500
5.380826408627414e-08 	 499
2.543332091933535e-07 	 473
7.802198022474745e-08 	 488
1.166473858513038e-07 	 445
7.856329884261915e-08 	 484
1.0388050658411367e-07 	 457
6.631643316729345e-08 	 493
8.287523977507391e-08 	 491
8.93074778384017e-08 	 497
7.614743055413916e-08 	 496
9.475645911357547e-08 	 499
7.12850752083253e-08 	 482
4.950856272717776e-08 	 491
1.5570512901089763e-07 	 490
9.671360075861685e-08 	 475
6.521138268897417e-08 	 500
6.450651851164898e-08 	 454
6.46614395669629e-08 	 499
1.3166156850604138e-07 	 498
1.1527129536563974e-07 	 498
1.5686459257322793e-07 	 499
1.9645030166777814e-07 	 499
6.94390033612724e-08 	 494
7.194938864750476e-08 	 488
9.93580666284129e-08 	 487
6.628442765153291e-08 	 498
5.701455742837007e-08 	 494
9.295896793513748e-08 	 494
6.170028437366117e-08 	 479
1.4209221356576754e-07 	 500
1.3916662398322423e-07 	 498
7.196414894899496e-08 	 490
8.396678729377312e-08 	 481
9.459645179023696e-08 	 460
2.0492474415456383e-07 	 495
1.794094443730733e-06 	 492
1.3293669353332111e-05 	 182
6.778555211105894e-08 	 486
5.640679768570728e-08 	 444
8.202666575495485e-08 	 491
6.54650844907968e-08 	 481
8.431759275376012e-08 	 499
2.1906544712658464e-07 	 495
8.582359515323845e-08 	 475
0.0002440154567706118 	 86
7.944948073104063e-08 	 499
1.0512066007464812e-07 	 492
9.537123813920536e-08 	 491
1.9207064812260357e-07 	 457
7.757124224771126e-08 	 487
6.402579604643036e-08 	 479
4.1838386737750423e-07 	 401
9.450815059861431e-08 	 500
1.2172509481433351e-07 	 485
1.0059537422976326e-05 	 368
3.3999214298885115e-07 	 493
9.558159529462674e-08 	 474
8.537460646087541e-07 	 500
6.930894128437735e-08 	 467
6.544495183002382e-08 	 479
6.668279637713007e-08 	 497
5.9161671334092137e-08 	 494
1.236987765112155e-07 	 401
5.960696541554734e-08 	 488
1.2889633312897644e-07 	 473
6.209323033246553e-08 	 493
2.714061572192685e-07 	 494
3.0542177860108804e-06 	 489
5.847133381243057e-08 	 495
1.4358854181470755e-06 	 483
1.6285791092687735e-07 	 474
4.269906243916927e-07 	 498
1.2583835631465372e-07 	 499
6.264363301339035e-08 	 477
1.5591313344177756e-07 	 495
3.9121476416394814e-07 	 496
1.3000863099068636e-07 	 489
8.033884682154435e-08 	 498
8.484464546793242e-08 	 487
8.138536594048233e-08 	 451
7.522565520798302e-08 	 489
5.6002406020944284e-08 	 449
1.453134031737903e-07 	 497
8.075807011992876e-07 	 454
1.1627666455465958e-07 	 494
7.695154811475433e-08 	 466
2.574299353906027e-07 	 497
7.902226703429059e-08 	 490
2.8179253701239937e-07 	 495
7.947951975427654e-08 	 497
5.0419272767013987e-08 	 490
6.980610957679462e-08 	 482
2.728245101927145e-07 	 499
1.2575536265335235e-07 	 495
7.011094365139699e-08 	 477
6.350528014246833e-08 	 500
7.169390551059958e-08 	 450
9.80322520587657e-08 	 499
8.653845776528631e-08 	 492
0.000720456946901087 	 33
8.262883469229151e-08 	 484
5.5515931430341223e-08 	 475
3.2437244170988524e-07 	 497
7.460272346740681e-08 	 460
8.87041266171296e-08 	 496
1.149082674588733e-07 	 496
8.677492489398929e-08 	 474
5.441035838298475e-08 	 499
1.4882735231787015e-07 	 478
1.0188517981732639e-07 	 500
9.10805857374335e-08 	 498
3.6682285358828834e-07 	 491
6.837817075658804e-08 	 482
7.144047616633079e-08 	 436
8.434644646182242e-08 	 488
9.860495125503652e-08 	 500
8.013276147254113e-08 	 483
7.642117418139417e-08 	 498
7.795320119921298e-08 	 486
7.001444423014165e-08 	 461
1.442638994934777e-07 	 499
4.223866978480977e-07 	 500
7.843818607375495e-08 	 489
5.363880244127246e-08 	 497
9.344002209423376e-08 	 491
7.232416268940144e-08 	 484
5.849438092504812e-08 	 499
2.3059961325972448e-07 	 499
6.672558739954868e-08 	 476
6.763084274555349e-08 	 489
9.087788632077262e-07 	 498
1.0179120451335296e-07 	 492
7.426724693664275e-08 	 490
1.0317696995699802e-07 	 480
7.884205384255346e-08 	 470
5.854030756105572e-08 	 482
6.115851829618324e-08 	 483
1.1646078599277414e-07 	 497
9.187049808759076e-08 	 497
1.7419653425519624e-07 	 500
1.227067914269169e-07 	 491
6.46957217837039e-08 	 491
4.7991493084853436e-08 	 472
6.166816842355975e-08 	 456
7.600049899011661e-08 	 484
1.0091550516127055e-07 	 483
2.2701750196641154e-07 	 498
6.62548556680348e-08 	 493
5.568602377885297e-06 	 496
7.187107458241938e-08 	 500
1.163432061797324e-07 	 496
7.474953623462023e-08 	 485
5.343871209432307e-08 	 498
1.9964930058988054e-07 	 487
7.363155024863051e-08 	 479
1.1872524951563418e-07 	 499
1.1621295380823528e-07 	 465
1.3319288957836136e-07 	 492
9.040518482705496e-08 	 487
7.026931258566525e-08 	 488
1.4392563208004597e-07 	 322
1.997762180889175e-06 	 372
1.824631615916167e-07 	 449
2.6746988443708335e-07 	 497
6.4611049779445e-08 	 499
1.2441881084526857e-07 	 499
5.086341950028246e-08 	 483
2.0610824424164698e-07 	 455
6.100045803932529e-08 	 491
1.2590423384398149e-06 	 497
6.84651033442223e-08 	 486
1.0443814170106832e-07 	 495
8.475067871442967e-08 	 488
6.253884343499435e-08 	 470
5.623628426958149e-08 	 479
1.2857830955048445e-07 	 499
8.994437181091321e-08 	 497
9.654327825571261e-08 	 499
6.707639043954135e-08 	 459
1.4112555731278864e-07 	 452
6.064821889146925e-08 	 499
9.578655935989752e-08 	 471
6.907052601637398e-08 	 495
3.4685481905408403e-07 	 499
7.075882972908164e-08 	 485
2.056844209914415e-07 	 498
5.525459231446796e-08 	 493
9.286753224391188e-08 	 496
1.7794883641657864e-05 	 334
5.888537797076138e-08 	 500
1.1458429676511122e-07 	 496
2.8743727608022964e-07 	 500
5.997547676451795e-08 	 496
1.8674933576644096e-07 	 485
1.8766358421733357e-06 	 243
1.570625162639522e-07 	 495
9.811290068577665e-08 	 447
9.90386302685827e-08 	 497
5.188004844592018e-08 	 459
9.653478390355216e-08 	 466
9.606018024553602e-08 	 487
3.76646234810633e-07 	 457
1.6719951697926778e-06 	 416
7.025096070680749e-08 	 459
2.0131863969200992e-07 	 493
1.360881745087238e-07 	 481
1.0915381758627274e-07 	 478
5.5631429656950996e-08 	 460
8.559817071661369e-08 	 495
6.529186178072103e-08 	 480
6.1965105356215e-08 	 482
5.974739866851647e-08 	 478
7.131963688623348e-08 	 490
1.1496770815142904e-07 	 493
6.119835019077783e-08 	 434
9.497249569155638e-08 	 454
2.6928435217672945e-07 	 496
8.740023920954537e-08 	 499
9.401272455445433e-08 	 482
6.881674859148149e-08 	 489
5.329593794600859e-07 	 499
8.97255013464708e-08 	 477
1.1590761593243741e-07 	 494
7.30010610385508e-08 	 488
1.6701443214165794e-07 	 500
9.616911259246213e-08 	 450
5.998219036383423e-08 	 486
8.118557011158916e-08 	 491
6.20732676063398e-08 	 499
6.149317049341048e-08 	 499
8.459664367538872e-08 	 484
1.4982018967779206e-07 	 498
7.376694067968332e-08 	 432
1.0879723943399365e-07 	 461
1.0311976198796322e-07 	 490
1.9423189091241043e-07 	 481
6.433339263747151e-08 	 452
5.081803434359086e-07 	 489
6.747302422586079e-08 	 477
6.755990604279535e-08 	 482
1.169727772141109e-05 	 481
6.567685700000214e-08 	 450
7.36241463597532e-08 	 433
1.8141416821571882e-07 	 500
7.410550552246363e-08 	 474
8.370241584149232e-08 	 493
4.962473913024333e-07 	 498
7.324956098040933e-08 	 486
9.434672900575163e-08 	 490
7.687658364667786e-08 	 500
9.588113517606035e-08 	 494
2.2644959732659164e-07 	 496
9.60583502219045e-08 	 467
1.1312141674483343e-07 	 477
6.157399433316118e-08 	 468
8.147593741881494e-08 	 464
7.517200149268758e-08 	 476
7.506197984678803e-08 	 466
2.8916405744072625e-07 	 477
2.965833802808495e-07 	 475
4.80815129229799e-08 	 500
9.454279012024054e-08 	 493
2.956670873226676e-07 	 431
6.11740054539481e-08 	 496
6.686841596487208e-08 	 498
6.97074481721169e-08 	 481
2.930542412403862e-07 	 472
1.1026047543004539e-07 	 481
5.190398719933735e-06 	 327
1.3792983214094445e-07 	 487
1.0376801429225537e-07 	 500
6.488493025907162e-08 	 499
2.2241673473644042e-07 	 490
6.183773189632844e-08 	 493
6.812618857251578e-08 	 493
1.7437835319782077e-07 	 497
1.357411845804792e-07 	 496
7.720517325808276e-08 	 492
9.579998264711622e-08 	 497
7.59759597494783e-08 	 487
8.144612521914817e-08 	 495
7.647650569979499e-08 	 480
1.3906151027777295e-05 	 232
6.971676880112062e-08 	 496
3.0418070120627096e-07 	 496
2.9383667277860236e-07 	 497
4.0888183262359944e-07 	 498
9.074118636685326e-08 	 466
1.1189825057133977e-07 	 491
9.297603129100506e-08 	 454
1.0922663967205895e-07 	 489
6.66298862429093e-08 	 490
6.738223537971613e-08 	 495
6.71608841613959e-08 	 459
4.674848699015399e-08 	 491
8.574531521983684e-08 	 500
3.3573539648446885e-07 	 500
6.516666839982252e-08 	 467
1.9890231009271062e-07 	 488
1.814311571417727e-07 	 500
3.541397026972531e-05 	 136
9.63982933136414e-08 	 500
9.542709619979819e-08 	 492
1.396526243544603e-07 	 483
7.437878173498159e-08 	 488
1.0502876840211752e-07 	 445
4.054777939800046e-07 	 495
6.528092832038369e-08 	 482
8.545895039209994e-08 	 500
5.84842356154869e-08 	 481
1.6776803885833242e-07 	 497
8.547830404261008e-08 	 499
1.1589903963248626e-07 	 474
7.097309638523514e-08 	 500
2.1145871529844596e-07 	 476
7.463209172877639e-08 	 480
9.666099793750972e-08 	 494
7.641522391479116e-08 	 491
9.616225958406593e-08 	 494
6.003958380122109e-08 	 484
5.724448651336696e-08 	 460
5.071613207196993e-07 	 496
7.91395307922176e-08 	 461
8.256241858984666e-08 	 447
2.019120379816461e-07 	 500
7.523836830503732e-08 	 496
6.904884183029063e-08 	 494
4.9823475985466e-08 	 488
6.223710130240431e-08 	 490
7.886753874539591e-08 	 466
2.831556628310587e-07 	 499
3.065639563322391e-07 	 495
7.649642753770772e-08 	 498
6.411364676889789e-08 	 483
6.819506002002428e-08 	 494
5.6372871517785e-08 	 488
5.679596892727251e-08 	 498
5.7139767291897244e-08 	 497
1.0586026687177573e-07 	 498
7.219246024161441e-07 	 500
1.3349878731128878e-07 	 500
8.009525061728223e-08 	 492
6.770460257013058e-08 	 465
7.22626723506174e-08 	 488
7.225706789478254e-08 	 481
8.577038438825168e-08 	 495
7.162992880028516e-08 	 481
5.626626984935068e-08 	 443
7.17246295124677e-08 	 499
1.611223963152991e-07 	 485
7.779348267779945e-08 	 472
1.3144662421877565e-07 	 496
7.511067056817174e-08 	 498
6.826317264026568e-08 	 464
7.575686621207949e-08 	 487
6.548339180776607e-08 	 447
5.2283331414315005e-08 	 455
1.853223052015814e-07 	 497
6.959970790902214e-07 	 500
3.335272503179885e-07 	 499
7.057632213401009e-08 	 474
7.793335066223073e-08 	 459
6.634338016060068e-05 	 150
8.13063422555111e-08 	 473
1.863986793992753e-07 	 500
7.176168214655636e-08 	 452
6.391334524766901e-08 	 500
1.006944787434798e-07 	 496
6.708101575427165e-07 	 348
7.068263256752092e-08 	 500
5.083179007109665e-07 	 480
1.4879062279353274e-07 	 489
7.605773984045233e-08 	 482
9.910915715078103e-08 	 455
7.038875110648695e-08 	 492
6.994498057410512e-08 	 483
7.458572510318497e-08 	 500
7.233096753875295e-08 	 497
9.185804568137354e-08 	 499
6.187343085512586e-08 	 494
6.841802281752107e-08 	 491
4.887460406336431e-08 	 493
5.246477520919712e-08 	 500
9.46317530042235e-08 	 467
5.665157949693366e-07 	 500
1.335210632449308e-07 	 495
7.016163892291248e-08 	 492
7.16769884335861e-08 	 469
9.474439545301533e-08 	 498
4.4601852658849575e-07 	 498
5.183833879263709e-07 	 500
6.655130911702051e-08 	 491
2.5256097296806274e-07 	 492
6.565486507070015e-08 	 494
8.975110748383185e-08 	 495
8.185632700594506e-08 	 462
7.630682693112639e-08 	 498
7.747564502945406e-08 	 484
1.5079819333140879e-06 	 500
5.693747544671623e-08 	 490
7.041502136062112e-08 	 485
1.1541535762979908e-07 	 487
6.797560390017864e-08 	 496
6.2925745594176e-08 	 479
6.472897276441744e-08 	 496
1.1935000098599288e-07 	 482
7.670849437726718e-08 	 484
1.9574236482350902e-07 	 493
1.0799559721850523e-07 	 499
7.476074927571091e-08 	 498
7.547050548977727e-08 	 434
9.69547195881054e-07 	 500
1.6714125115183773e-07 	 500
5.6864007225375236e-08 	 466
6.427563504933962e-08 	 497
6.683460311017156e-08 	 496
6.876015160785809e-08 	 485
8.661804878885492e-08 	 471
1.5409545503875716e-06 	 490
1.2157814309085749e-07 	 485
2.011326991601143e-07 	 500
1.3215092013014307e-07 	 496
5.702918052637499e-08 	 428
8.475363590915206e-08 	 480
1.0380365029531512e-07 	 487
6.043721209713353e-08 	 489
6.965600293736891e-08 	 484
1.1910138445588024e-07 	 500
5.292576855188591e-08 	 473
1.519553055658032e-06 	 500
4.884044204575327e-06 	 489
6.441920333172519e-08 	 467
6.603989437618664e-08 	 474
1.2927230388755837e-07 	 489
1.0397692545408544e-07 	 492
1.2171784705427849e-07 	 497
1.9258718515285894e-07 	 488
1.2466834969096142e-07 	 496
7.55792224241784e-08 	 499
4.192052134510816e-07 	 497
2.3039828725053733e-06 	 186
6.756785462825151e-08 	 490
1.1203180356975958e-07 	 487
1.0446941594897726e-07 	 500
7.026886729979052e-08 	 453
1.809529743680668e-07 	 492
8.982544835960839e-08 	 494
6.969272689039602e-08 	 488
1.6038932208388074e-07 	 500
5.834742673308748e-07 	 460
4.789947179154586e-07 	 493
6.956151549898588e-08 	 476
9.390797904656599e-08 	 460
1.3463275178424722e-07 	 468
7.105694416444938e-08 	 489
4.8840055373032007e-08 	 498
6.770997206337847e-08 	 492
7.11464785343618e-08 	 491
7.540096981274179e-08 	 500
7.352770960257415e-08 	 488
7.479207651489292e-08 	 487
6.315724396925776e-08 	 495
3.468452014538925e-07 	 486
6.540161920742456e-08 	 459
1.2803057190911485e-07 	 489
6.141283133948132e-08 	 487
5.521355749361e-08 	 495
5.295890685789915e-08 	 499
6.654251474695496e-08 	 489
7.171502153743844e-08 	 452
2.6457724762395052e-05 	 495
1.3501118044299107e-07 	 500
9.371095182177752e-07 	 491
1.0671920646117427e-07 	 469
6.081325050952535e-08 	 499
8.571143351772787e-08 	 471
4.475229694181775e-07 	 488
2.4977229149430793e-07 	 467
6.053971517679397e-08 	 456
5.655060946733065e-07 	 500
7.521402548508141e-08 	 482
1.1158583931663136e-07 	 485
7.168422875094139e-08 	 482
5.7115693358511914e-08 	 437
7.852192760682177e-08 	 483
6.440144287555425e-08 	 484
5.2006038946289275e-08 	 497
8.833177147659253e-08 	 500
6.959254856629506e-08 	 486
6.055539615378576e-08 	 493
1.3979686516880798e-07 	 496
7.806049511704121e-08 	 500
1.4276458920597865e-07 	 474
8.348136565719454e-08 	 498
2.1789436514681493e-07 	 494
1.2362919170778587e-07 	 491
5.5545563397786216e-08 	 466
7.995689672551536e-08 	 466
1.3617090821285088e-07 	 375
1.0037593717373194e-07 	 499
6.238738170710541e-08 	 489
7.023908313631567e-08 	 469
8.467635078177657e-08 	 479
6.491039664926438e-08 	 466
1.2341070860791265e-06 	 456
1.3895693280473406e-07 	 479
1.3465626856280115e-07 	 494
6.694195386723084e-08 	 486
5.1186427868357094e-08 	 496
1.260185740434101e-07 	 490
7.450883668923108e-08 	 500
9.057169381346836e-08 	 477
7.057105501977726e-08 	 448
1.2719068416430873e-07 	 499
2.1263059603129062e-07 	 499
1.0111583780041629e-07 	 497
6.277690411817803e-08 	 487
8.421511907316193e-08 	 491
1.0277845211732561e-07 	 485
8.271924765684199e-08 	 493
5.455852126632619e-06 	 307
9.110872887732726e-08 	 484
8.717189236534283e-08 	 494
1.3133342894899302e-07 	 500
9.328370678820751e-08 	 488
1.3624783803897083e-07 	 465
1.1419221948082866e-07 	 459
9.01983028260704e-08 	 471
5.934577421186714e-08 	 481
7.876019512764084e-08 	 493
9.065700295664384e-08 	 498
7.837213789891554e-08 	 484
1.52641662670349e-07 	 490
9.671036172382124e-08 	 481
6.457524521479569e-08 	 487
6.50111185375843e-08 	 484
1.433299247775963e-07 	 477
8.339349397768778e-08 	 500
5.679836675335885e-08 	 492
6.707381689958565e-08 	 493
4.295406980786109e-06 	 484
3.061758815095802e-07 	 497
8.410473346549952e-08 	 476
1.0125989935669182e-07 	 498
6.721144410238794e-08 	 482
1.0423618983861604e-07 	 490
1.316647167053587e-07 	 500
7.204054274712342e-08 	 489
1.6253894596617272e-07 	 485
1.7971053417722546e-07 	 498
7.561890462401057e-08 	 498
5.9519160272762585e-08 	 498
2.385547114733528e-07 	 469
1.0107470656085212e-07 	 450
6.200012394037202e-08 	 486
6.771393931736318e-05 	 123
9.484070211435495e-08 	 491
1.0185960264351426e-07 	 500
2.085174623290232e-07 	 465
1.8571791161887313e-07 	 500
7.015676106210286e-08 	 496
1.405643864686359e-06 	 496
1.4214688136175372e-07 	 480
1.400847682264051e-07 	 500
5.808031742826619e-06 	 468
1.2911546311068295e-07 	 496
5.506310854205804e-06 	 430
2.0661543327920375e-07 	 483
7.465698912846065e-08 	 498
7.716994598857154e-08 	 480
2.9537004386715456e-07 	 495
1.8514210055512617e-07 	 500
1.216359546592546e-07 	 500
1.5324546937230754e-07 	 494
8.28967286313859e-08 	 483
6.75732705568406e-08 	 473
8.753498693448747e-08 	 500
7.678653729310001e-08 	 490
6.706587663078694e-08 	 456
7.92054816622091e-08 	 495
7.440330839552041e-08 	 495
6.511678736401326e-08 	 478
7.214700402123194e-08 	 500
6.052178195557793e-08 	 489
6.803931986338281e-08 	 455
8.925743350735199e-07 	 491
6.750552783441434e-08 	 487
9.59910783620389e-05 	 104
1.0974922953670911e-07 	 480
7.922708325050605e-08 	 472
1.1816557294585191e-06 	 496
1.69728903477475e-07 	 473
1.363895428155538e-07 	 474
7.021035145730829e-08 	 455
8.68182529764775e-08 	 487
1.832901330146295e-07 	 498
8.050422490841356e-08 	 480
1.041702859877564e-07 	 499
1.5048327703763535e-07 	 500
2.1803272789212966e-07 	 500
1.524295627607567e-07 	 500
7.774592702940213e-08 	 461
7.781401111902292e-08 	 491
7.40852959125661e-08 	 473
7.94225052791149e-08 	 443
1.1270025752434487e-07 	 493
4.1106478657693524e-07 	 436
7.619786309038056e-08 	 483
6.411879420940094e-07 	 497
1.547253251694146e-07 	 476
9.369064797541999e-08 	 484
8.904134094335863e-08 	 439
6.901223206095187e-08 	 482
8.590791456879954e-07 	 391
1.462822211564781e-07 	 490
6.295565368138035e-08 	 436
9.790335756515903e-08 	 456
7.413868854858594e-08 	 471
6.989830153323594e-08 	 490
6.398761592298673e-08 	 476
1.5027120790065711e-07 	 497
8.595388753317995e-08 	 493
1.2087131388628816e-05 	 274
2.0860228012498216e-07 	 496
2.159166092486817e-07 	 500
2.4744721094340957e-07 	 498
2.6441390422948473e-07 	 494
8.181921529640511e-08 	 498
5.431186548728652e-07 	 500
7.666570822734762e-08 	 495
3.523255730257883e-07 	 472
5.8429054662548705e-08 	 499
1.265915975801041e-07 	 488
4.876872377212244e-08 	 487
2.7401779916394934e-07 	 496
2.1501731008883185e-07 	 499
1.5721496742788648e-07 	 471
6.21463891669018e-08 	 497
3.6926840932846556e-06 	 352
9.838299930879585e-08 	 494
5.722928590061328e-08 	 491
8.262687237964143e-08 	 442
5.650381192680181e-08 	 484
1.150411933923422e-07 	 492
6.231085723223037e-08 	 498
8.553827446210206e-08 	 500
8.127041787396864e-08 	 499
2.541277935365399e-07 	 464
7.26001657280704e-08 	 498
6.564333823648907e-08 	 490
7.177965623568867e-08 	 453
6.855731278139434e-08 	 496
8.056926950987097e-08 	 491
7.068409221687145e-08 	 490
6.94588438784816e-08 	 469
1.7379384284329958e-07 	 499
6.03736984029929e-08 	 466
7.046962034971975e-08 	 491
8.158085051477676e-08 	 487
6.481156694450713e-08 	 487
3.6698960422140835e-07 	 495
9.691866834987521e-08 	 495
7.807890321282627e-08 	 499
8.274859652402495e-08 	 488
5.9515469302220245e-08 	 486
0.00013229989341016285 	 74
8.879648715899421e-07 	 312
2.2897054431765216e-07 	 497
9.848771170662559e-08 	 488
9.159563821161243e-08 	 498
8.498156907536881e-07 	 498
7.49578095783454e-08 	 485
1.236162456377033e-07 	 500
1.1263382657581708e-07 	 479
7.2427785410647e-08 	 486
6.789049619631922e-08 	 459
6.613589330599981e-08 	 499
5.18950763395976e-08 	 499
9.113010655329759e-08 	 482
6.939851953778797e-08 	 475
8.566293288968322e-08 	 498
1.6399909177958948e-07 	 489
9.954961466730778e-08 	 498
8.705450705905211e-08 	 493
7.615566298604229e-08 	 494
8.794140649248148e-08 	 461
7.341052930166539e-08 	 500
7.050175293905623e-08 	 466
6.561824845862227e-08 	 485
6.650497417644568e-08 	 451
1.007017827067162e-07 	 496
6.346869020525739e-08 	 477
1.0692296564858603e-07 	 496
7.338494372435913e-08 	 477
7.811294499099792e-08 	 453
7.677460128916178e-08 	 500
5.496453808334434e-08 	 484
1.3648010759674414e-07 	 467
7.547036408960598e-08 	 500
9.85936835220912e-08 	 489
5.722878083064151e-08 	 491
7.5841948999527e-08 	 474
6.507362014852972e-08 	 483
6.15160024416894e-08 	 500
6.535729609408442e-08 	 491
6.438430983285527e-08 	 469
1.363564475184427e-07 	 497
2.1405688204664048e-07 	 473
5.0862670878558585e-08 	 490
5.932362147460546e-07 	 499
5.339316968126509e-08 	 480
6.529572721187864e-08 	 475
1.5433003777293089e-07 	 498
6.75759682909297e-08 	 480
9.560115239455822e-08 	 491
1.4980365214207698e-07 	 492
1.6872356460210594e-07 	 478
9.653644093661516e-08 	 478
7.971806638459133e-08 	 500
1.4357541451682145e-07 	 490
5.231062978985755e-08 	 493
4.4016194051502815e-07 	 490
8.586318282131658e-08 	 499
8.053713921641723e-07 	 487
2.8362022697414334e-07 	 500
7.1996929643898e-08 	 499
5.68429672333669e-08 	 453
7.701053820699024e-07 	 494
5.783856222384987e-08 	 457
7.442420019735549e-08 	 487
5.45246702988257e-06 	 394
4.180372294552347e-07 	 496
6.654776263436312e-08 	 474
6.605868403334855e-08 	 491
8.787946522088542e-07 	 500
6.87199248965925e-08 	 465
6.916212775623126e-08 	 446
6.96383151977607e-08 	 497
3.413835620902646e-07 	 497
6.47021578373419e-08 	 489
9.536753819524062e-08 	 498
2.2675124375369322e-07 	 495
7.885893584715551e-08 	 482
1.1608977770404192e-07 	 484
6.115263093787697e-08 	 441
6.43637289434652e-08 	 496
7.603119489601103e-08 	 495
1.550013717534921e-07 	 500
1.5444560514350845e-07 	 484
7.658230533472152e-08 	 500
1.123249649072825e-05 	 299
7.227001459210469e-08 	 494
2.0888851933879752e-07 	 481
8.033605767086667e-08 	 483
8.742333352883997e-07 	 480
7.842434017806772e-08 	 496
4.5842304026223776e-07 	 499
1.0603814557905043e-07 	 487
7.139411721324277e-08 	 482
1.9216260793376663e-07 	 493
8.09069921134506e-08 	 500
7.562886729302433e-08 	 461
3.124220056796725e-07 	 493
1.5327601064862364e-07 	 494
1.1350029671033125e-07 	 496
8.892718037837109e-08 	 470
5.3972280218065276e-08 	 497
5.406470664710634e-08 	 484
8.086231213421014e-08 	 485
7.594501887469569e-08 	 471
2.5114790667336853e-07 	 496
6.997860860610989e-08 	 491
0.0 	 400
5.555529725402093e-08 	 472
5.90442162701233e-07 	 491
2.559606861739247e-07 	 496
6.961173871315124e-08 	 498
1.0188542912691994e-07 	 499
1.3744230159591717e-07 	 492
7.156068866669093e-08 	 434
6.558389222310151e-08 	 497
5.713996301097169e-08 	 464
2.2504288949696962e-07 	 500
3.6414260417297683e-07 	 488
1.1614170162069036e-07 	 423
8.165550980083136e-08 	 500
6.990402019338328e-08 	 490
2.3213919561604797e-07 	 490
1.5720460192351954e-07 	 500
1.1379060923227928e-07 	 490
1.2277734760941742e-07 	 497
9.320002263776291e-08 	 499
6.64965035241538e-08 	 484
2.822436039651509e-07 	 495
1.0863800304627933e-07 	 500
3.670921944805735e-07 	 485
6.681782028662006e-08 	 498
4.2367695406962675e-07 	 499
1.0476182516803214e-07 	 496
1.1663331896615594e-06 	 496
7.617706977420489e-08 	 483
1.1891483454180532e-07 	 492
2.2411626011325615e-07 	 466
1.7991851743326715e-07 	 477
3.819653724149217e-07 	 498
1.0498892251249337e-05 	 499
1.417929515660118e-07 	 496
2.8862331846790303e-07 	 500
9.216828689064855e-08 	 500
6.741775071350647e-08 	 491
7.072497093616404e-08 	 457
1.3115089533590603e-07 	 492
2.491946232805911e-07 	 471
1.0145891408204345e-07 	 496
5.366823033059024e-08 	 494
1.257673241509895e-07 	 495
6.765892610179895e-08 	 497
2.6387289306662206e-06 	 276
8.199979621724769e-08 	 486
1.0654726023894287e-07 	 495
6.658974931638226e-08 	 475
0.0006078733671092769 	 53
1.699159399639813e-07 	 500
7.113015419855755e-08 	 493
5.845346278837446e-08 	 486
6.751415276237616e-08 	 466
7.612638760195014e-08 	 497
1.51699584636122e-07 	 499
2.462543088617028e-07 	 498
8.530283201470178e-07 	 418
5.56257730546396e-08 	 485
4.210116390365641e-07 	 392
0.0 	 212
6.9963902551398e-08 	 497
1.4413119503829257e-05 	 194
2.016079236636007e-07 	 499
7.004613370730338e-08 	 478
1.1085157580356405e-07 	 496
8.96158172560494e-08 	 497
6.94150807627647e-08 	 483
1.5741848569471146e-07 	 494
7.659335824649531e-08 	 477
1.1154327825378262e-07 	 491
7.571898121728068e-08 	 484
9.979285296348748e-08 	 476
8.582188847175087e-08 	 499
1.840074900226345e-07 	 500
1.0427084707734154e-07 	 498
